id,recipe_id,recipe_name,source_row_ref,section_name,ingredient_block,instruction_block
195938,333787,Chinese Fried Rice,1,,"2 tablespoons butter, divided

3 eggs, whisked

2 medium carrots, small dice

1 small onion, small dice

3 cloves garlic, minced

1 cup frozen peas, thawed

1 egg

4 cups cooked and chilled rice, separated by hand. Restaurants use Jasmine

3 tablespoons low sodium soy sauce

2 tablespoons oyster sauce

1 teaspoon sesame oil

sliced green onions for garnish, if desired","Toss the separated rice with one beaten egg

Heat 1 tablespoon of butter into a large carbon steel skillet.

Add the eggs and scramble until fully cooked. Remove them from the pan and set aside.

Add the remaining tablespoon of butter into the pan. Add carrots and onion to the pan and cook until tender, 3-4 minutes. Stir in garlic and cook for an additional minute.

Add in the cold rice and peas and sauté for 3-4 minutes. The rice should brown up a bit.

Add the eggs back to the pan and stir in soy sauce, oyster sauce and sesame oil. Cook for 1-2 minutes to heat through.

Serve immediately with green onions for garnish, if desired."
252244,211959,Chicken Bibimbap,1,"
The flavor base","4 scallions, thinly sliced

3 Tbsp (about 10 cloves) garlic, grated 

2 Tbsp grated fresh ginger","In a small bowl, combine the remaining garlic, remaining ginger, and the 2 remaining scallions."
249938,211959,Chicken Bibimbap,2,"
The rice:","400 grams dry (about 2 cups) short-grain white rice or sushi rice, cooked","Transfer to a bowl or, if making ahead, cool completely and transfer to a zip-top bag for refrigeration."
213102,211959,Chicken Bibimbap,3,The marinade:,"1/3 cup soy sauce

2 Tbsp doenjang or brown miso paste 

2 Tbsp of the flavor base

2 Tbsp dark brown sugar ","In a medium bowl, whisk together the soy sauce, doenjang, 2 Tbsp of the flavor base, and the brown sugar. "
361996,211959,Chicken Bibimbap,4,"
Marinate the chicken:","1/2 cup of the marinade

8 oz. chicken leg meat","Transfer 1/2 cup of the marinade to a gallon-size zip-top bag and add the chicken leg meat. Seal, removing as much air as possible, then massage the bag to thoroughly coat the meat. Transfer to the fridge for at least 4 hours, or up to overnight."
453733,211959,Chicken Bibimbap,5,The mushrooms: ,"1/2 c marinade (all that remains, from above)

1/2 c water

1/2 oz. (about 1/2 cup) dried shiitake mushrooms","Place the remaining marinade in a small saucepan along with 1/2 cup of the water and the dried mushrooms. Bring to a simmer over medium heat, then reduce the heat to low and continue to simmer, stirring occasionally, until the mushrooms are tender and hydrated, 20 to 25 minutes. Strain, pressing on the mushrooms to remove their liquid. Reserve both the mushrooms and their cooking liquid. Roughly chop or thinly slice the mushrooms, if desired, and set aside near the stovetop. Rinse out the saucepan."
147858,211959,Chicken Bibimbap,6,The sauce: ,"6 Tbsp gochujang 

2 tsp rice vinegar 

2 Tbsp mushroom cooking liquid (from above)

1 Tbsp granulated sugar ",Combine the gochujang and 2 teaspoons of the rice vinegar with 2 tablespoons of the mushroom cooking liquid in a small bowl. Stir well and season with additional rice vinegar to taste. Set aside for serving.
125471,211959,Chicken Bibimbap,7,The carrots: ,"2 1/8 teaspoons kosher salt, plus more to taste 

2 carrots, peeled and very thinly sliced or shredded",
169577,211959,Chicken Bibimbap,8,The vegetables:,"3 tsp sesame oil

1 cup bean sprouts 

6 ounces spinach, washed ","Place a well-seasoned 12-inch cast-iron skillet over medium heat for 3 minutes. When the skillet just starts to smoke, add 1 teaspoon of the sesame oil, followed by the bean sprouts, 1/2 teaspoon of the flavor base, and 1/8 teaspoon of the salt. Cook, stirring constantly, until the sprouts start to soften, about 1 minute. Transfer to a small bowl and wipe out the skillet.

Add another teaspoon of the sesame oil, followed by the spinach, 1 teaspoon flavor base, and 1/4 teaspoon salt. Cook, stirring frequently, until wilted, 1 to 2 minutes. Transfer to a second small bowl, wipe out the skillet.

Add another teaspoon of the sesame oil, followed by the rehydrated mushrooms. Cook, stirring frequently, until browned, 2 to 3 minutes. Transfer to a third small bowl, then wipe out the skillet yet again."
180092,211959,Chicken Bibimbap,9,Cook the meat: ,"Marinated chicken meat (from above)

1 Tbsp sesame oil","Place the skillet over medium-high heat, and when it just begins to smoke, add 1 tablespoon of the sesame oil. Add the marinated chicken as well as the marinade and cook, stirring often, until the sauce reduces to a sticky glaze, 3 to 5 minutes. Transfer meat to yet another bowl, remove the skillet from the heat, and wipe it out."
272614,211959,Chicken Bibimbap,10,Assemble the bibimbap:,"2 Tbsp sesame oil

The cooked rice from above","Off the heat, coat the skillet (and its sides) with the remaining 2 tablespoons sesame oil. Add the rice and press into an even layer. Position the meat over a quarter of the rice, then mound the vegetables, each in their own separate piles, leaving open space between them for the eggs and the center for sauce. Cover the skillet, place over medium heat, and cook until the bottom of the rice is browned and crisp, 7 to 8 minutes. Remove from the heat."
228737,211959,Chicken Bibimbap,11,The eggs:,"1 teaspoon neutral oil, such as canola 

4-6 eggs","While the rice is crisping, drizzle the neutral oil across a 12-inch nonstick skillet. Evenly space the eggs in the skillet. (I find transferring the eggs in a small bowl helps here.) Leave at room temperature for 10 minutes. Season the egg whites with a few pinches of salt, and place over medium heat. (If you’re using an electric cooktop, begin heating the burner before adding the skillet.) Cook, uncovered, for 4 minutes. If the whites start to balloon up, just poke with a wooden chopstick to deflate. While the eggs cook, lightly lube a platter with oil or nonstick cooking spray. When the 4 minutes are up, slide the eggs onto the platter and rest for 1 minute. Cut into 4 individual egg wedges."
444001,279829,Pot Roast,1,,"2-3lb Chuck roast

1% salt

0.5% MSG + same volume freshly ground pepper

1-½ medium onions, halved

2 carrots, chopped into large chunks

medium soup container of low-sodium stock","Heat the oven to 250F

Salt & MSG outside of the Chuck roast

Heat a large dutch oven over medium-high with beef fat or a neutral oil to 400F 

Starting with the narrowest edges of your roast, sear until all sides have taken color. Once the edges have been seared and you’re searing the largest sides, sear the onions, cut side down. When you’re searing the final side, add the carrots

pour in chicken stock"
336206,279829,Pot Roast,2,,"1 c tomato juice / V8

1 c red wine

leafy heart of celery

large sprig rosemary

2-3 sprigs thyme or 2t dried leaves","Once sputtering has ceased, add the juice, wine, celery heart, and herbs. Make sure one surface of the roast is exposed to air.

cover dutch oven and transfer to the oven

set a timer for 2 hours"
311422,279829,Pot Roast,3,,"1 lb potatoes, sliced into bite-sized chunks

8 oz mushrooms, sliced into bite-sized chunks","Heat a large skillet oven over medium-high with beef fat or a neutral oil to 400F 

Sear the potatoes and mushrooms until they take color

Add the potatoes and mushrooms to the pot roast, making sure they’re submerged

set a timer for 90 minutes"
339331,279829,Pot Roast,4,,"red wine, vinegar, bouillon, MSG, black pepper","Test the roast for doneness. Should be able to pull off a chunk with tongs. Maybe you like it like catfood–if you do, keep cooking another 90 minutes, weirdo. .

Using tongs, remove and discard the onions, celery, and herb sprigs

Put the meat and chunks in a metal bowl

Using a gravy strainer, remove the beef fat. Either reserve for another dish, or optionally, use an emulsifier to add it back after reducing the liquid.

Reduce the liquid until it has thickened and the bubbles decrease in size. Remove the dutch oven from heat

Put the solids back in the dutch oven, stir to coat

Technically, you can eat it now. Otherwise, let cool completely on the counter, then put in the fridge overnight. This will improve the flavor."
417689,279829,Pot Roast,5,,"12 oz brussels sprouts

12 oz broccoli","When ready to eat, start heating the dutch oven over medium-low heat. This will take about half an hour. This is a re-heating, not a cooking, so don’t try to bring to a boil, but it should end up sputtering

Air fry the sprouts and broccoli

Stir into the Pot roast

Serve"
278990,183688,Nacho Dip,1,,"Modernist Queso

Chicken leg meat

onion

poblano

black beans

tomatoes with green chilis

cumin

smoked chili powder",
230410,178374,Green Bean Casserole,1,,"1/2 pound (225 g) white button mushrooms, rinsed and spun dry in a salad spinner

3/4 teaspoon (3 ml) soy sauce

3/4 teaspoon (3 ml) lemon juice 

2/3 cup (160 ml) low-sodium store-bought or homemade chicken stock

1/2 cup (120 ml) heavy cream

1 tablespoon (15 g) butter

1 clove garlic, finely minced or grated on a Microplane grater

2 Tbsp (15 g) flour

Freshly ground black pepper, Thyme, and white pepper to taste","Food processor the mushrooms badly into pieces approximately 1/8 to 1/4 inch in size then use the Mushroom method to cook them up to a week in advance. 

Combine soy sauce, lemon juice, chicken stock, and heavy cream in a 1-quart liquid measuring cup or medium bowl.

Add 1 tablespoon (15ml) reserved shallot oil or holiday oil and butter to a 12-inch nonstick skillet. Heat over high heat until butter is melted and foaming subsides. 

Reduce heat to medium-high. Add garlic and cook, stirring constantly, until fragrant, about 30 seconds. Add flour and cook, stirring constantly, until light golden blond, 1 to 2 minutes. Whisking constantly, add stock & cream mixture and mushrooms.

Bring to a boil, reduce to a simmer, and cook until mixture achieves a texture between pancake batter and heavy cream, about 5 minutes. Season to taste with savory salt and pepper."
247950,178374,Green Bean Casserole,2,,1 lb frozen cut green beans,"Bring 1 gallon (3.8L) water and 1/4 cup (48g) kosher salt to a boil over high heat.

Add green beans to water and boil until tender but still bright green, about 5 minutes. Drain through a colander set over the sink and immediately add to the pyrex dish.

Reheat the mushroom sauce and stir together with the beans, then top with a generous amount of fried onions. Add to the warming (225°F) oven for up to an hour."
